case_SUMleges_seq,action_code_seq,activityNameEN_seq,case_caseStatus_seq,case_Responsible_actor_seq,concept_name_seq,case_last_phase_seq,case_requestComplete_seq,case_parts_seq,question_seq,case_termName_seq,monitoringResource_seq,org_resource_seq,delta,delta_p,delta_df,duration,duration_df,duration_p,cluster
0/0/0/0/0/0/0,01HOOFD0302/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,entersenddateacknowledgement/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696,560741/560741/560741/560741/560741/560741/560741,0/1/40/0/0/0/0/0/0,0/0/0/0/0/0/0,0/0/0/0/0/0/0,41,0,0,3
2577.051/2577.051/2577.051/2577.051/2577.051/2577.051,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454,0/1/47/0/0/0/0/2,0/21/0/23/0/0,0/44/0/0/0/0,50,44,44,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg,EMPTY/False/EMPTY/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696/560696,560741/560696/560696/560696/560696/560696/560696,0/1/35/0/0/0/0/0/5,0/34/0/0/0/0/0,0/34/0/0/0/0/0,41,34,34,3
109.59/109.59/109.59/109.59/109.59/109.59,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454,0/1/20/0/0/0/0/2,0/17/0/1/0/0,0/18/0/0/0/0,23,18,18,3
0/0/0/0/0/0/0,01HOOFD010/05EIND020/01HOOFD0652/05EIND0302/01HOOFD0301/06VD010/05EIND010,registersubmissiondaterequest/enterdateterminationrequestreceived/entersenddateprocedureconfirmation/registerdatedecisionterminateonrequest/sendconfirmationreceipt/extendprocedureterm/terminateonrequest,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/01HOOFD/05EIND/01HOOFD/06VD/05EIND/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/False/True,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454/560454,0/1/5/0/0/0/0/0/1,0/4/0/0/-4/4/0,0/4/0/0/0/0/0,7,4,4,3
0/0/0/0/0,01HOOFD100/06VD010/01HOOFD100/05EIND010/01HOOFD180,registrerdateofpublishingreceivedrequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure,G/G/G/G/G,2013365/2013365/2013365/2013365/2013365,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/ArtificialEndTask,Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen,1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/True,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,2013365/2013365/2013365/2013365/2013365,2013365/2013365/2013365/2013365/2013365,0/1/59/0/0/0/0,0/0/0/0/0,0/0/0/0/0,60,0,0,3
0/0/0/0/0/0,01HOOFD0302/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,entersenddateacknowledgement/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg/InritUitweg,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696,560696/560696/560696/560696/560696/560696,0/1/33/0/0/0/0/5,0/0/0/0/0/0,0/0/0/0/0/0,39,0,0,3
941.631/941.631/941.631/941.631/941.631/941.631,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD375,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454,0/1/55/0/0/0/0/1,0/51/0/1/0/0,0/52/0/0/0/0,57,52,52,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560673,560673,0/1/0,0,0,1,0,0,3
33.72,01HOOFD0302,entersenddateacknowledgement,G,2013365,ArtificialStartTask/01HOOFD/ArtificialEndTask,Zaakafgehandeld,1,Bouw,EMPTY,Termijntotbesluit,560696,560673,0/1/43,0,0,44,0,0,3
349.002/349.002/349.002/349.002/349.002/349.002/349.002/349.002/349.002,01HOOFD0302/04BPT010/01HOOFD0651/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,entersenddateacknowledgement/MERpresent/sendprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G/G/G,2013365/2013365/2013365/2013365/2013365/2013365/2013365/2013365/2013365,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1/1/1,HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696/560696/560696,2013365/2013365/2013365/2013365/2013365/2013365/2013365/2013365/2013365,0/1/49/0/0/0/0/0/0/0/5,0/0/0/0/0/0/0/0/0,0/0/0/0/0/0/0/0/0,55,0,0,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696,560673/560741/560741/560741/560741/560741/560741,0/1/36/0/0/0/0/0/4,0/36/0/0/0/0/0,0/36/0/0/0/0/0,41,36,36,3
1177.671/1177.671/1177.671/1177.671/1177.671/1177.671,01HOOFD010/05EIND010/06VD010/01HOOFD180/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/activitiesregularprocedure/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1,BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop,EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696,560741/560454/560454/560454/560454/560454,0/1/13/0/0/0/0/42,0/12/0/0/0/0,0/12/0/0/0/0,56,12,12,3
0,01HOOFD010,registersubmissiondaterequest,G,560454,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Brandveiliggebruikvergunning,EMPTY,EMPTY,560673,560673,0/1/5,0,0,6,0,0,3
0/0/0/0/0/0,01HOOFD0302/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD375,entersenddateacknowledgement/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,3122446/3122446/3122446/3122446/3122446/3122446,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO/HandeleninstrijdmetregelsRO,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/3122446,560673/560454/560454/560454/560454/560454,0/1/27/0/0/0/0/43,0/27/0/0/0/0,0/27/0/0/0/0,71,27,27,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560696,560673,0/1/5,0,0,6,0,0,3
489.783/489.783/489.783/489.783/489.783/489.783/489.783,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/2013365/2013365/2013365/2013365/2013365/2013365,560673/2013365/2013365/2013365/2013365/2013365/2013365,0/1/32/0/0/0/0/0/3,0/27/0/0/0/0/0,0/27/0/0/0/0/0,36,27,27,3
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696,560673/560741/560741/560741/560741/560741/560741,0/1/32/0/0/0/0/0/0,0/27/0/0/0/0/0,0/27/0/0/0/0/0,33,27,27,3
405.483/405.483/405.483/405.483/405.483/405.483/405.483,01HOOFD010/05EIND010/01HOOFD1902/06VD010/01HOOFD110/09AHI010/01HOOFD375,registersubmissiondaterequest/terminateonrequest/entersenddateprocedureconfirmation/extendprocedureterm/treatsubcasescompleteness/article34WABOapplies/phaseadviceknown,O/O/O/O/O/O/O,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/01HOOFD/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/2013365/560696/560696/2013365/560696,560673/2013365/2013365/2013365/2013365/2013365/2013365,0/1/42/1/0/0/0/0/6,0/41/0/0/0/1/0,0/41/1/0/0/0/0,50,42,42,3
0/0/0/0/0/0,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560741/560696/560696/560696/560696/560696,560741/560741/560741/560741/560741/560741,0/1/27/0/0/0/0/0,0/26/0/0/0/0,0/26/0/0/0/0,28,26,26,3
0/0/0/0/0/0,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696,560673/560741/560741/560741/560741/560741,0/1/27/0/0/0/0/0,0/25/0/0/0/0,0/25/0/0/0/0,28,25,25,3
109.59/109.59/109.59/109.59/109.59/109.59/109.59,01HOOFD010/06VD010/01HOOFD1902/05EIND010/01HOOFD250/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/entersenddateprocedureconfirmation/terminateonrequest/treatsubcasescontent/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,BouwInritUitweg/BouwInritUitweg/BouwInritUitweg/BouwInritUitweg/BouwInritUitweg/BouwInritUitweg/BouwInritUitweg,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560696/560696/560696/560696,560673/560454/560454/560454/560454/560454/560454,0/1/23/26/7/0/0/0/0,0/22/0/0/33/0/0,0/22/33/0/0/0/0,57,55,55,3
492.312/492.312/492.312/492.312/492.312/492.312,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560454/560454/560454/560454/560454,560673/560454/560454/560454/560454/560454,0/1/56/0/0/0/0/5,0/22/0/33/0/0,0/55/0/0/0/0,62,55,55,3
1270.5696/1270.5696/1270.5696/1270.5696/1270.5696/1270.5696,01HOOFD010/05EIND010/06VD010/01HOOFD180/09AHI010/01HOOFD375,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/activitiesregularprocedure/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1,BouwKap/BouwKap/BouwKap/BouwKap/BouwKap/BouwKap,EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560673/560696/560696/560454/560454/560454,560673/560454/560454/560454/560454/560454,0/1/37/0/0/0/0/17,0/34/0/2/0/0,0/36/0/0/0/0,55,36,36,3
0/0/0/0/0/0/0/0,01HOOFD010/04BPT010/01HOOFD0651/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G/G,560696/560696/560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1/1,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,EMPTY/False/EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/560696/560696,560749/560749/560749/560749/560749/560749/560749/560749,0/1/19/0/7/0/0/0/0/5,0/17/0/0/0/7/0/0,0/17/0/7/0/0/0/0,32,24,24,3
177.03/177.03/177.03/177.03/177.03/177.03/177.03/177.03,01HOOFD010/04BPT010/01HOOFD0651/05EIND010/06VD010/01HOOFD100/09AHI010/01HOOFD375,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/terminateonrequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G/G,2013365/2013365/2013365/2013365/2013365/2013365/2013365/2013365,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/560696/560696/560696/560696/560696/2013365/2013365,560749/560749/560749/560454/560454/2013365/2013365/2013365,0/1/3/0/2/0/5/23/0/0,0/0/0/0/0/2/28/0,0/0/0/2/0/16/12/0,34,30,30,3
177.03/177.03/177.03/177.03/177.03/177.03/177.03,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,2013365/2013365/2013365/2013365/2013365/2013365/2013365,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560696/2013365/2013365/2013365/2013365/2013365/2013365,560749/2013365/2013365/2013365/2013365/2013365/2013365,0/1/25/0/0/0/0/0/18,0/20/0/0/0/0/0,0/20/0/0/0/0/0,44,20,20,3
0,01HOOFD010,registersubmissiondaterequest,G,560696,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560749,560749,0/1/5,0,0,6,0,0,3
5820.915/5820.915/5820.915/5820.915/5820.915/5820.915/5820.915,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD120/09AHI010/01HOOFD375,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560454/560454/560454/560454/560454/560454/560454,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend/Adviesbekend,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560749/560696/560696/560696/560696/560696/560454,560749/560454/560454/560454/560454/560454/560454,0/1/57/0/0/0/0/0/0,0/56/0/0/0/0/0,0/56/0/0/0/0/0,58,56,56,3
2428.683/2428.683/2428.683/2428.683/2428.683/2428.683,01HOOFD010/06VD010/05EIND010/01HOOFD130/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/terminateonrequest/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,560696/560696/560696/560696/560696/560696,ArtificialStartTask/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/False/False/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560749/560696/560696/560696/560696/560696,560749/560454/560454/560454/560454/560454,0/1/37/0/0/18/0/1,0/36/0/0/18/0,0/36/0/0/18/0,57,54,54,3
